PlayerName,Matches,Innings,NotOut,Runs,HighestScore,Average,Centuries,HalfCenturies,Ducks,Country,FirstMatch,LastMatch,CenturyConversion,DuckPercentage,NotOutPercentage,FiftyPlusScorePercentage,CareerLength,MatchesPerYear,CurrentPlayer
JV Saunders,14,23,6,39,11,2.29,0,0,8,AUS,1902,1908,0.0,0.3478,0.2609,0.0,6,2.33,0
Shaheen Shah Afridi,7,11,2,39,14,4.33,0,0,3,PAK,2018,2019,0.0,0.2727,0.1818,0.0,1,7.0,1
VI Smith,9,16,6,39,11,3.9,0,0,4,SA,1947,1957,0.0,0.25,0.375,0.0,10,0.9,0
KPJ Warnaweera,10,12,3,39,20,4.33,0,0,3,SL,1986,1994,0.0,0.25,0.25,0.0,8,1.25,0
JR Watkins,1,2,1,39,36,39.0,0,0,0,AUS,1973,1973,0.0,0.0,0.5,0.0,1,1.0,0
GF Bissett,4,4,2,38,23,19.0,0,0,0,SA,1927,1928,0.0,0.0,0.5,0.0,1,4.0,0
EH Bromley,2,4,0,38,26,9.5,0,0,0,AUS,1933,1934,0.0,0.0,0.0,0.0,1,2.0,0
JA Dunning,4,6,1,38,19,7.6,0,0,2,NZ,1933,1937,0.0,0.3333,0.1667,0.0,4,1.0,0
Elias Sunny,4,6,1,38,20,7.6,0,0,2,BAN,2011,2013,0.0,0.3333,0.1667,0.0,2,2.0,0
KHRK Fernando,2,4,0,38,24,9.5,0,0,2,SL,2002,2002,0.0,0.5,0.0,0.0,1,2.0,0
HHH Johnson,3,4,0,38,22,9.5,0,0,1,WI,1948,1950,0.0,0.25,0.0,0.0,2,1.5,0
IJ Jones,15,17,9,38,16,4.75,0,0,2,ENG,1964,1968,0.0,0.1176,0.5294,0.0,4,3.75,0
CP McGahey,2,4,0,38,18,9.5,0,0,1,ENG,1902,1902,0.0,0.25,0.0,0.0,1,2.0,0
EM Meuli,1,2,0,38,23,19.0,0,0,0,NZ,1953,1953,0.0,0.0,0.0,0.0,1,1.0,0
FM Misson,5,5,3,38,25,19.0,0,0,1,AUS,1960,1961,0.0,0.2,0.6,0.0,1,5.0,0
J Nyumbu,3,6,1,38,14,7.6,0,0,0,ZIM,2014,2016,0.0,0.0,0.1667,0.0,2,1.5,0
J Ormond,2,4,1,38,18,12.66,0,0,1,ENG,2001,2001,0.0,0.25,0.25,0.0,1,2.0,0
B Reddy,4,5,1,38,21,9.5,0,0,2,IND,1979,1979,0.0,0.4,0.2,0.0,1,4.0,0
GH Shepstone,2,4,0,38,21,9.5,0,0,1,SA,1896,1899,0.0,0.25,0.0,0.0,3,0.67,0
DR Smith,5,5,1,38,34,9.5,0,0,2,ENG,1961,1962,0.0,0.4,0.2,0.0,1,5.0,0
G Wijekoon,2,3,0,38,14,12.66,0,0,0,SL,2005,2005,0.0,0.0,0.0,0.0,1,2.0,0
NF Williams,1,1,0,38,38,38.0,0,0,0,ENG,1990,1990,0.0,0.0,0.0,0.0,1,1.0,0
LH Gay,1,2,0,37,33,18.5,0,0,0,ENG,1894,1894,0.0,0.0,0.0,0.0,1,1.0,0
MJ Hilton,4,6,1,37,15,7.4,0,0,2,ENG,1950,1952,0.0,0.3333,0.1667,0.0,2,2.0,0
WE Hollies,13,15,8,37,18,5.28,0,0,4,ENG,1935,1950,0.0,0.2667,0.5333,0.0,15,0.87,0
DEJ Ironside,3,4,2,37,13,18.5,0,0,0,SA,1953,1954,0.0,0.0,0.5,0.0,1,3.0,0
Mohsin Kamal,9,11,7,37,13,9.25,0,0,1,PAK,1984,1994,0.0,0.0909,0.6364,0.0,10,0.9,0
DJ Pagon,2,3,0,37,35,12.33,0,0,1,WI,2005,2005,0.0,0.3333,0.0,0.0,1,2.0,0
Syed Rasel,6,12,4,37,19,4.62,0,0,2,BAN,2005,2007,0.0,0.1667,0.3333,0.0,2,3.0,0
Usman Salahuddin,1,2,0,37,33,18.5,0,0,0,PAK,2018,2018,0.0,0.0,0.0,0.0,1,1.0,0
EW Clark,8,9,5,36,10,9.0,0,0,1,ENG,1929,1934,0.0,0.1111,0.5556,0.0,5,1.6,0
WL Cornford,4,4,0,36,18,9.0,0,0,0,ENG,1930,1930,0.0,0.0,0.0,0.0,1,4.0,0
SKL de Silva,3,4,2,36,20,18.0,0,0,1,SL,1997,1997,0.0,0.25,0.5,0.0,1,3.0,0
EM Grace,1,2,0,36,36,18.0,0,0,1,ENG,1880,1880,0.0,0.5,0.0,0.0,1,1.0,0
Mohammad Ramzan,1,2,0,36,29,18.0,0,0,0,PAK,1997,1997,0.0,0.0,0.0,0.0,1,1.0,0
JP Stephenson,1,2,0,36,25,18.0,0,0,0,ENG,1989,1989,0.0,0.0,0.0,0.0,1,1.0,0
FA Ward,4,8,2,36,18,6.0,0,0,2,AUS,1936,1938,0.0,0.25,0.25,0.0,2,2.0,0
VR Aaron,9,14,5,35,9,3.88,0,0,1,IND,2011,2015,0.0,0.0714,0.3571,0.0,4,2.25,0
Amir Hamza,1,2,0,35,34,17.5,0,0,0,AFG,2019,2019,0.0,0.0,0.0,0.0,1,1.0,1
J Angel,4,7,1,35,11,5.83,0,0,2,AUS,1993,1995,0.0,0.2857,0.1429,0.0,2,2.0,0
GB Brent,4,6,0,35,25,5.83,0,0,3,ZIM,1999,2001,0.0,0.5,0.0,0.0,2,2.0,0
DE Hoare,1,2,0,35,35,17.5,0,0,1,AUS,1961,1961,0.0,0.5,0.0,0.0,1,1.0,0
RG Holland,11,15,4,35,10,3.18,0,0,7,AUS,1984,1986,0.0,0.4667,0.2667,0.0,2,5.5,0
NV Lindsay,1,2,0,35,29,17.5,0,0,0,SA,1921,1921,0.0,0.0,0.0,0.0,1,1.0,0
EA Moseley,2,4,0,35,26,8.75,0,0,1,WI,1990,1990,0.0,0.25,0.0,0.0,1,2.0,0
PC Strydom,2,3,0,35,30,11.66,0,0,0,SA,2000,2000,0.0,0.0,0.0,0.0,1,2.0,0
GE Tribe,3,3,1,35,25,17.5,0,0,0,AUS,1946,1947,0.0,0.0,0.3333,0.0,1,3.0,0
VA Valentine,2,4,1,35,19,11.66,0,0,1,WI,1933,1933,0.0,0.25,0.25,0.0,1,2.0,0
J Arnold,1,2,0,34,34,17.0,0,0,1,ENG,1931,1931,0.0,0.5,0.0,0.0,1,1.0,0
AR Butcher,1,2,0,34,20,17.0,0,0,0,ENG,1979,1979,0.0,0.0,0.0,0.0,1,1.0,0
MG Grell,1,2,0,34,21,17.0,0,0,0,WI,1930,1930,0.0,0.0,0.0,0.0,1,1.0,0
RNS Hobbs,7,8,3,34,15,6.8,0,0,1,ENG,1967,1971,0.0,0.125,0.375,0.0,4,1.75,0
AP Kuiper,1,2,0,34,34,17.0,0,0,1,SA,1992,1992,0.0,0.5,0.0,0.0,1,1.0,0
M Mbangwa,15,25,8,34,8,2.0,0,0,9,ZIM,1996,2000,0.0,0.36,0.32,0.0,4,3.75,0
CA Merry,2,4,0,34,13,8.5,0,0,0,WI,1933,1933,0.0,0.0,0.0,0.0,1,2.0,0
Mohammad Aslam,1,2,0,34,18,17.0,0,0,0,PAK,1954,1954,0.0,0.0,0.0,0.0,1,1.0,0
Mohammad Talha,4,5,1,34,19,8.5,0,0,1,PAK,2009,2014,0.0,0.2,0.2,0.0,5,0.8,0
Nadeem Khan,2,3,1,34,25,17.0,0,0,0,PAK,1993,1999,0.0,0.0,0.3333,0.0,6,0.33,0
PJ Petherick,6,11,4,34,13,4.85,0,0,1,NZ,1976,1977,0.0,0.0909,0.3636,0.0,1,6.0,0
JP Taylor,2,4,2,34,17,17.0,0,0,1,ENG,1993,1994,0.0,0.25,0.5,0.0,1,2.0,0
T Armitage,2,3,0,33,21,11.0,0,0,0,ENG,1877,1877,0.0,0.0,0.0,0.0,1,2.0,0
AW Briscoe,2,3,0,33,16,11.0,0,0,0,SA,1935,1939,0.0,0.0,0.0,0.0,4,0.5,0
Farhan Adil,1,2,0,33,25,16.5,0,0,0,PAK,2003,2003,0.0,0.0,0.0,0.0,1,1.0,0
AJ Fothergill,2,2,0,33,32,16.5,0,0,0,ENG,1889,1889,0.0,0.0,0.0,0.0,1,2.0,0
Israr Ali,4,8,1,33,10,4.71,0,0,1,PAK,1952,1959,0.0,0.125,0.125,0.0,7,0.57,0
P Krishnamurthy,5,6,0,33,20,5.5,0,0,2,IND,1971,1971,0.0,0.3333,0.0,0.0,1,5.0,0
MJ Macaulay,1,2,0,33,21,16.5,0,0,0,SA,1965,1965,0.0,0.0,0.0,0.0,1,1.0,0
Mohammad Nabi,3,6,0,33,24,5.5,0,0,3,AFG,2018,2019,0.0,0.5,0.0,0.0,1,3.0,1
J Newman,3,4,0,33,19,8.25,0,0,0,NZ,1932,1933,0.0,0.0,0.0,0.0,1,3.0,0
PDRL Perera,8,9,6,33,11,11.0,0,0,1,SL,1999,2002,0.0,0.1111,0.6667,0.0,3,2.67,0
KM Rangnekar,3,6,0,33,18,5.5,0,0,2,IND,1947,1948,0.0,0.3333,0.0,0.0,1,3.0,0
DW Richardson,1,1,0,33,33,33.0,0,0,0,ENG,1957,1957,0.0,0.0,0.0,0.0,1,1.0,0
TPB Smith,4,5,0,33,24,6.6,0,0,0,ENG,1946,1947,0.0,0.0,0.0,0.0,1,4.0,0
Vizianagram,3,6,2,33,19,8.25,0,0,0,IND,1936,1936,0.0,0.0,0.3333,0.0,1,3.0,0
Bazid Khan,1,2,0,32,23,16.0,0,0,0,PAK,2005,2005,0.0,0.0,0.0,0.0,1,1.0,0
NT Broom,2,3,0,32,20,10.66,0,0,1,NZ,2017,2017,0.0,0.3333,0.0,0.0,1,2.0,0
N Gallichan,1,2,0,32,30,16.0,0,0,0,NZ,1937,1937,0.0,0.0,0.0,0.0,1,1.0,0
MEZ Ghazali,2,4,0,32,18,8.0,0,0,2,PAK,1954,1954,0.0,0.5,0.0,0.0,1,2.0,0
RJ Kirtley,4,7,1,32,12,5.33,0,0,0,ENG,2003,2003,0.0,0.0,0.1429,0.0,1,4.0,0
Aamer Nazir,6,11,6,31,11,6.2,0,0,2,PAK,1993,1995,0.0,0.1818,0.5455,0.0,2,3.0,0
AG Archer,1,2,1,31,24,31.0,0,0,0,ENG,1899,1899,0.0,0.0,0.5,0.0,1,1.0,0
Arshad Khan,9,8,2,31,9,5.16,0,0,1,PAK,1997,2005,0.0,0.125,0.25,0.0,8,1.12,0
J Cranston,1,2,0,31,16,15.5,0,0,0,ENG,1890,1890,0.0,0.0,0.0,0.0,1,1.0,0
GR Dickinson,3,5,0,31,11,6.2,0,0,0,NZ,1930,1932,0.0,0.0,0.0,0.0,2,1.5,0
JA Flavell,4,6,2,31,14,7.75,0,0,0,ENG,1961,1964,0.0,0.0,0.3333,0.0,3,1.33,0
RM Harris,2,3,0,31,13,10.33,0,0,0,NZ,1959,1959,0.0,0.0,0.0,0.0,1,2.0,0
RB Kerr,2,4,0,31,17,7.75,0,0,1,AUS,1985,1985,0.0,0.25,0.0,0.0,1,2.0,0
N Puna,3,5,3,31,18,15.5,0,0,0,NZ,1966,1966,0.0,0.0,0.6,0.0,1,3.0,0
GB Studd,4,7,0,31,9,4.42,0,0,1,ENG,1882,1883,0.0,0.1429,0.0,0.0,1,4.0,0
S Viswanath,3,5,0,31,20,6.2,0,0,2,IND,1985,1985,0.0,0.4,0.0,0.0,1,3.0,0
DJ White,2,4,0,31,18,7.75,0,0,0,NZ,1990,1990,0.0,0.0,0.0,0.0,1,2.0,0
Yamin Ahmadzai,4,7,0,31,18,4.42,0,0,2,AFG,2018,2019,0.0,0.2857,0.0,0.0,1,4.0,1
JP Duminy,3,6,0,30,12,5.0,0,0,1,SA,1927,1929,0.0,0.1667,0.0,0.0,2,1.5,0
MC Frederick,1,2,0,30,30,15.0,0,0,1,WI,1954,1954,0.0,0.5,0.0,0.0,1,1.0,0
CG Halse,3,3,3,30,19,30.0,0,0,0,SA,1964,1964,0.0,0.0,1.0,0.0,1,3.0,0
HTW Hardinge,1,2,0,30,25,15.0,0,0,0,ENG,1921,1921,0.0,0.0,0.0,0.0,1,1.0,0
WK Hegg,2,4,0,30,15,7.5,0,0,0,ENG,1998,1999,0.0,0.0,0.0,0.0,1,2.0,0
MDUS Jayasundera,2,4,0,30,26,7.5,0,0,1,SL,2015,2015,0.0,0.25,0.0,0.0,1,2.0,0
LJ Nash,2,2,0,30,17,15.0,0,0,0,AUS,1932,1937,0.0,0.0,0.0,0.0,5,0.4,0
S Nazir Ali,2,4,0,30,13,7.5,0,0,0,IND,1932,1934,0.0,0.0,0.0,0.0,2,1.0,0
ES Newson,3,5,1,30,16,7.5,0,0,0,SA,1930,1939,0.0,0.0,0.2,0.0,9,0.33,0
G Onions,9,10,7,30,17,10.0,0,0,3,ENG,2009,2012,0.0,0.3,0.7,0.0,3,3.0,0
FE Rumsey,5,5,3,30,21,15.0,0,0,0,ENG,1964,1965,0.0,0.0,0.6,0.0,1,5.0,0
JW Rutherford,1,1,0,30,30,30.0,0,0,0,AUS,1956,1956,0.0,0.0,0.0,0.0,1,1.0,0
RA Saggers,6,5,2,30,14,10.0,0,0,0,AUS,1948,1950,0.0,0.0,0.4,0.0,2,3.0,0
M Sherwin,3,6,4,30,21,15.0,0,0,1,ENG,1887,1888,0.0,0.1667,0.6667,0.0,1,3.0,0
DBM Smith,2,3,1,30,24,15.0,0,0,1,AUS,1912,1912,0.0,0.3333,0.3333,0.0,1,2.0,0
V Yadav,1,1,0,30,30,30.0,0,0,0,IND,1993,1993,0.0,0.0,0.0,0.0,1,1.0,0
Zahoor Elahi,2,3,0,30,22,10.0,0,0,0,PAK,1996,1996,0.0,0.0,0.0,0.0,1,2.0,0
KV Andrew,2,4,1,29,15,9.66,0,0,0,ENG,1954,1963,0.0,0.0,0.25,0.0,9,0.22,0
PC Charlton,2,4,0,29,11,7.25,0,0,0,AUS,1890,1890,0.0,0.0,0.0,0.0,1,2.0,0
Ijaz Ahmed jnr,2,3,0,29,16,9.66,0,0,0,PAK,1995,1995,0.0,0.0,0.0,0.0,1,2.0,0
PE Palia,2,4,1,29,16,9.66,0,0,0,IND,1932,1936,0.0,0.0,0.25,0.0,4,0.5,0
JH Parks,1,2,0,29,22,14.5,0,0,0,ENG,1937,1937,0.0,0.0,0.0,0.0,1,1.0,0
MD Shanaka,3,6,1,29,17,5.8,0,0,2,SL,2016,2017,0.0,0.3333,0.1667,0.0,1,3.0,0
IR Siddiqui,1,2,1,29,24,29.0,0,0,0,IND,2001,2001,0.0,0.0,0.5,0.0,1,1.0,0
CEW Silverwood,6,7,3,29,10,7.25,0,0,2,ENG,1996,2002,0.0,0.2857,0.4286,0.0,6,1.0,0
PB Truscott,1,2,0,29,26,14.5,0,0,0,NZ,1965,1965,0.0,0.0,0.0,0.0,1,1.0,0
F Barratt,5,4,1,28,17,9.33,0,0,0,ENG,1929,1930,0.0,0.0,0.25,0.0,1,5.0,0
WE Bowes,15,11,5,28,10,4.66,0,0,2,ENG,1932,1946,0.0,0.1818,0.4545,0.0,14,1.07,0
CAR Duckworth,2,4,0,28,13,7.0,0,0,0,SA,1957,1957,0.0,0.0,0.0,0.0,1,2.0,0
FAW Freer,1,1,1,28,28,28.0,0,0,0,AUS,1946,1946,0.0,0.0,1.0,0.0,1,1.0,0
SR Gillespie,1,1,0,28,28,28.0,0,0,0,NZ,1986,1986,0.0,0.0,0.0,0.0,1,1.0,0
BP Gupte,3,3,2,28,17,28.0,0,0,0,IND,1961,1965,0.0,0.0,0.6667,0.0,4,0.75,0
JR Hammond,5,5,2,28,19,9.33,0,0,1,AUS,1973,1973,0.0,0.2,0.4,0.0,1,5.0,0
MC Ilott,5,6,2,28,15,7.0,0,0,0,ENG,1993,1995,0.0,0.0,0.3333,0.0,2,2.5,0
RJ Kennedy,4,5,1,28,22,7.0,0,0,2,NZ,1996,1996,0.0,0.4,0.2,0.0,1,4.0,0
Liaqat Ali,5,7,3,28,12,7.0,0,0,1,PAK,1975,1978,0.0,0.1429,0.4286,0.0,3,1.67,0
CN McCarthy,15,24,15,28,5,3.11,0,0,6,SA,1948,1951,0.0,0.25,0.625,0.0,3,5.0,0
JN Maguire,3,5,1,28,15,7.0,0,0,2,AUS,1983,1984,0.0,0.4,0.2,0.0,1,3.0,0
Mohammad Irfan,4,7,2,28,14,5.6,0,0,2,PAK,2013,2013,0.0,0.2857,0.2857,0.0,1,4.0,0
RJ Nicol,2,4,0,28,19,7.0,0,0,0,NZ,2012,2012,0.0,0.0,0.0,0.0,1,2.0,0
AT Roberts,1,2,0,28,28,14.0,0,0,1,WI,1956,1956,0.0,0.5,0.0,0.0,1,1.0,0
J Shuter,1,1,0,28,28,28.0,0,0,0,ENG,1888,1888,0.0,0.0,0.0,0.0,1,1.0,0
GB Stevenson,2,2,1,28,27,28.0,0,0,0,ENG,1980,1981,0.0,0.0,0.5,0.0,1,2.0,0
R Vijay Bharadwaj,3,3,0,28,22,9.33,0,0,1,IND,1999,2000,0.0,0.3333,0.0,0.0,1,3.0,0
MD Wettimuny,2,4,0,28,17,7.0,0,0,1,SL,1983,1983,0.0,0.25,0.0,0.0,1,2.0,0
JA Young,8,10,5,28,10,5.6,0,0,3,ENG,1947,1949,0.0,0.3,0.5,0.0,2,4.0,0
GI Allott,10,15,7,27,8,3.37,0,0,4,NZ,1996,1999,0.0,0.2667,0.4667,0.0,3,3.33,0
RMH Cottam,4,5,1,27,13,6.75,0,0,0,ENG,1969,1973,0.0,0.0,0.2,0.0,4,1.0,0
LV Garrick,1,2,0,27,27,13.5,0,0,1,WI,2001,2001,0.0,0.5,0.0,0.0,1,1.0,0
RK Kleinveldt,4,5,2,27,17,9.0,0,0,2,SA,2012,2013,0.0,0.4,0.4,0.0,1,4.0,0
J Lewis,1,2,0,27,20,13.5,0,0,0,ENG,2006,2006,0.0,0.0,0.0,0.0,1,1.0,0
NJ Maddinson,3,4,0,27,22,6.75,0,0,1,AUS,2016,2016,0.0,0.25,0.0,0.0,1,3.0,0
RR Singh,1,2,0,27,15,13.5,0,0,0,IND,1998,1998,0.0,0.0,0.0,0.0,1,1.0,0
EA van der Merwe,2,4,1,27,19,9.0,0,0,1,SA,1929,1936,0.0,0.25,0.25,0.0,7,0.29,0
AJ Woodcock,1,1,0,27,27,27.0,0,0,0,AUS,1974,1974,0.0,0.0,0.0,0.0,1,1.0,0
RA Young,2,4,0,27,13,6.75,0,0,1,ENG,1907,1908,0.0,0.25,0.0,0.0,1,2.0,0
Atiq-uz-Zaman,1,2,0,26,25,13.0,0,0,0,PAK,2000,2000,0.0,0.0,0.0,0.0,1,1.0,0
IW Callen,1,2,2,26,22,26.0,0,0,0,AUS,1978,1978,0.0,0.0,1.0,0.0,1,1.0,0
TW Cartwright,5,7,2,26,9,5.2,0,0,2,ENG,1964,1965,0.0,0.2857,0.2857,0.0,1,5.0,0
IA Greig,2,4,0,26,14,6.5,0,0,0,ENG,1982,1982,0.0,0.0,0.0,0.0,1,2.0,0
A Habib,2,3,0,26,19,8.66,0,0,0,ENG,1999,1999,0.0,0.0,0.0,0.0,1,2.0,0
F Kuys,1,2,0,26,26,13.0,0,0,1,SA,1899,1899,0.0,0.5,0.0,0.0,1,1.0,0
PG McShane,3,6,1,26,12,5.2,0,0,3,AUS,1885,1888,0.0,0.5,0.1667,0.0,3,1.0,0
JW Martin,1,2,0,26,26,13.0,0,0,1,ENG,1947,1947,0.0,0.5,0.0,0.0,1,1.0,0
W Newham,1,2,0,26,17,13.0,0,0,0,ENG,1888,1888,0.0,0.0,0.0,0.0,1,1.0,0
D Olivier,10,12,5,26,10,3.71,0,0,3,SA,2017,2019,0.0,0.25,0.4167,0.0,2,5.0,1
JE Pothecary,3,4,0,26,12,6.5,0,0,0,SA,1960,1960,0.0,0.0,0.0,0.0,1,3.0,0
K Rai Singh,1,2,0,26,24,13.0,0,0,0,IND,1948,1948,0.0,0.0,0.0,0.0,1,1.0,0
RR Ramdass,1,2,0,26,23,13.0,0,0,0,WI,2005,2005,0.0,0.0,0.0,0.0,1,1.0,0
GA Rowe,5,9,3,26,13,4.33,0,0,3,SA,1896,1902,0.0,0.3333,0.3333,0.0,6,0.83,0
GC Viljoen,1,2,1,26,20,26.0,0,0,0,SA,2016,2016,0.0,0.0,0.5,0.0,1,1.0,0
CH Vintcent,3,6,0,26,9,4.33,0,0,1,SA,1889,1892,0.0,0.1667,0.0,0.0,3,1.0,0
Atif Rauf,1,2,0,25,16,12.5,0,0,0,PAK,1994,1994,0.0,0.0,0.0,0.0,1,1.0,0
MP Bowden,2,2,0,25,25,12.5,0,0,1,ENG,1889,1889,0.0,0.5,0.0,0.0,1,2.0,0
RG Draper,2,3,0,25,15,8.33,0,0,0,SA,1950,1950,0.0,0.0,0.0,0.0,1,2.0,0
D Ganesh,4,7,3,25,8,6.25,0,0,0,IND,1997,1997,0.0,0.0,0.4286,0.0,1,4.0,0
GM Griffin,2,4,0,25,14,6.25,0,0,1,SA,1960,1960,0.0,0.25,0.0,0.0,1,2.0,0
LJ Johnson,1,1,1,25,25,25.0,0,0,0,AUS,1948,1948,0.0,0.0,1.0,0.0,1,1.0,0
AJ McKay,1,2,1,25,20,25.0,0,0,0,NZ,2010,2010,0.0,0.0,0.5,0.0,1,1.0,0
CH Mills,1,2,0,25,21,12.5,0,0,0,SA,1892,1892,0.0,0.0,0.0,0.0,1,1.0,0
Mohammad Salman,2,4,0,25,13,6.25,0,0,1,PAK,2011,2011,0.0,0.25,0.0,0.0,1,2.0,0
TA Munton,2,2,1,25,25,25.0,0,0,1,ENG,1992,1992,0.0,0.5,0.5,0.0,1,2.0,0
JM Patel,7,10,1,25,12,2.77,0,0,5,IND,1955,1960,0.0,0.5,0.1,0.0,5,1.4,0
RC Saxena,1,2,0,25,16,12.5,0,0,0,IND,1967,1967,0.0,0.0,0.0,0.0,1,1.0,0
Shahid Mahmood,1,2,0,25,16,12.5,0,0,0,PAK,1962,1962,0.0,0.0,0.0,0.0,1,1.0,0
IM Sinclair,2,4,1,25,18,8.33,0,0,2,NZ,1956,1956,0.0,0.5,0.25,0.0,1,2.0,0
TF Smailes,1,1,0,25,25,25.0,0,0,0,ENG,1946,1946,0.0,0.0,0.0,0.0,1,1.0,0
DV Smith,3,4,1,25,16,8.33,0,0,1,ENG,1957,1957,0.0,0.25,0.25,0.0,1,3.0,0
VM Tancred,1,2,0,25,18,12.5,0,0,0,SA,1899,1899,0.0,0.0,0.0,0.0,1,1.0,0
GC Tonge,1,2,1,25,23,25.0,0,0,0,WI,2009,2009,0.0,0.0,0.5,0.0,1,1.0,0
SL Watkin,3,5,0,25,13,5.0,0,0,1,ENG,1991,1993,0.0,0.2,0.0,0.0,2,1.5,0
Abu Jayed,7,14,6,24,7,3.0,0,0,4,BAN,2018,2019,0.0,0.2857,0.4286,0.0,1,7.0,1
DD Blackie,3,6,3,24,11,8.0,0,0,2,AUS,1928,1929,0.0,0.3333,0.5,0.0,1,3.0,0
BP Bracewell,6,12,2,24,8,2.4,0,0,5,NZ,1978,1985,0.0,0.4167,0.1667,0.0,7,0.86,0
Kabir Khan,4,5,2,24,10,8.0,0,0,1,PAK,1994,1995,0.0,0.2,0.4,0.0,1,4.0,0
NA Knox,2,4,1,24,8,8.0,0,0,0,ENG,1907,1907,0.0,0.0,0.25,0.0,1,2.0,0
SH Lewis,2,4,0,24,20,6.0,0,0,2,WI,2018,2018,0.0,0.5,0.0,0.0,1,2.0,0
MAWR Madurasinghe,3,6,1,24,11,4.8,0,0,1,SL,1988,1992,0.0,0.1667,0.1667,0.0,4,0.75,0
AM Miller,1,2,2,24,20,24.0,0,0,0,ENG,1896,1896,0.0,0.0,1.0,0.0,1,1.0,0
Mohammad Akram,9,15,6,24,10,2.66,0,0,5,PAK,1995,2001,0.0,0.3333,0.4,0.0,6,1.5,0
F Mutizwa,1,2,0,24,18,12.0,0,0,0,ZIM,2012,2012,0.0,0.0,0.0,0.0,1,1.0,0
CEL Stuart,6,9,2,24,12,3.42,0,0,2,WI,2000,2001,0.0,0.2222,0.2222,0.0,1,6.0,0
Sunzamul Islam,1,1,0,24,24,24.0,0,0,0,BAN,2018,2018,0.0,0.0,0.0,0.0,1,1.0,0
Zulqarnain,3,4,0,24,13,6.0,0,0,0,PAK,1986,1986,0.0,0.0,0.0,0.0,1,3.0,0
LS Baker,4,6,4,23,17,11.5,0,0,1,WI,2008,2009,0.0,0.1667,0.6667,0.0,1,4.0,0
VA Barton,1,1,0,23,23,23.0,0,0,0,ENG,1892,1892,0.0,0.0,0.0,0.0,1,1.0,0
WM Bradley,2,2,1,23,23,23.0,0,0,1,ENG,1899,1899,0.0,0.5,0.5,0.0,1,2.0,0
IP Butchart,1,2,0,23,15,11.5,0,0,0,ZIM,1995,1995,0.0,0.0,0.0,0.0,1,1.0,0
PH Carlson,2,4,0,23,21,5.75,0,0,2,AUS,1979,1979,0.0,0.5,0.0,0.0,1,2.0,0
FE Fisher,1,2,0,23,14,11.5,0,0,0,NZ,1953,1953,0.0,0.0,0.0,0.0,1,1.0,0
RA Jones,1,2,0,23,16,11.5,0,0,0,NZ,2003,2003,0.0,0.0,0.0,0.0,1,1.0,0
RC Miller,1,1,0,23,23,23.0,0,0,0,WI,1953,1953,0.0,0.0,0.0,0.0,1,1.0,0
Qais Ahmad,1,2,0,23,14,11.5,0,0,0,AFG,2019,2019,0.0,0.0,0.0,0.0,1,1.0,1
AW Seccull,1,2,1,23,17,23.0,0,0,0,SA,1896,1896,0.0,0.0,0.5,0.0,1,1.0,0
ML Udawatte,2,4,0,23,19,5.75,0,0,2,SL,2018,2018,0.0,0.5,0.0,0.0,1,2.0,0
BA Williams,4,6,3,23,10,7.66,0,0,1,AUS,2003,2004,0.0,0.1667,0.5,0.0,1,4.0,0
B Andrews,2,3,2,22,17,22.0,0,0,0,NZ,1973,1974,0.0,0.0,0.6667,0.0,1,2.0,0
Anwar Hossain Monir,3,6,3,22,13,7.33,0,0,1,BAN,2003,2005,0.0,0.1667,0.5,0.0,2,1.5,0
RA Austin,2,2,0,22,20,11.0,0,0,0,WI,1978,1978,0.0,0.0,0.0,0.0,1,2.0,0
HR Butt,3,4,1,22,13,7.33,0,0,1,ENG,1896,1896,0.0,0.25,0.25,0.0,1,3.0,0
HG Gaekwad,1,2,0,22,14,11.0,0,0,0,IND,1952,1952,0.0,0.0,0.0,0.0,1,1.0,0
C Karunaratne,1,2,0,22,22,11.0,0,0,1,SL,2019,2019,0.0,0.5,0.0,0.0,1,1.0,1
CKB Kulasekara,1,2,0,22,15,11.0,0,0,0,SL,2011,2011,0.0,0.0,0.0,0.0,1,1.0,0
PE McIntyre,2,4,1,22,16,7.33,0,0,2,AUS,1995,1996,0.0,0.5,0.25,0.0,1,2.0,0
G Noblet,3,4,1,22,13,7.33,0,0,1,AUS,1950,1953,0.0,0.25,0.25,0.0,3,1.0,0
CH Palmer,1,2,0,22,22,11.0,0,0,1,ENG,1954,1954,0.0,0.5,0.0,0.0,1,1.0,0
WN Phillips,1,2,0,22,14,11.0,0,0,0,AUS,1992,1992,0.0,0.0,0.0,0.0,1,1.0,0
D Pretorius,4,4,1,22,9,7.33,0,0,1,SA,2002,2003,0.0,0.25,0.25,0.0,1,4.0,0
CAK Rajitha,7,9,2,22,12,3.14,0,0,2,SL,2018,2019,0.0,0.2222,0.2222,0.0,1,7.0,1
DA Renneberg,8,13,7,22,9,3.66,0,0,3,AUS,1966,1968,0.0,0.2308,0.5385,0.0,2,4.0,0
SV Samuelson,1,2,0,22,15,11.0,0,0,0,SA,1910,1910,0.0,0.0,0.0,0.0,1,1.0,0
Tareq Aziz,3,6,4,22,10,11.0,0,0,2,BAN,2004,2004,0.0,0.3333,0.6667,0.0,1,3.0,0
AL Thomson,4,5,4,22,12,22.0,0,0,1,AUS,1970,1971,0.0,0.2,0.8,0.0,1,4.0,0
